,Unnamed: 0,id,title,price,brand,style,heel_type,heel_height,width,shoe_width,material,occasion,country_region_of_manufacture,lining_material,upper_material,shoe_size,toe_shape,model,year_of_manufacture,size,colour,color,main_colour,lining,sole,vintage,closure,pattern,theme,fastening,platform_height,location,n_sold,n_watchers,free_shipping,longtime_member,same_day_shipping,fast_safe_shipping,returns,feedback,condition,seller_notes,category,new_brand,new_country
9808,9809,10525,Danskin Now Memory Foam Women's Size 7 Black Mary Jane Shoes Comfortable EUC,15.2482,Danskin Now,Mary Janes,,,"Medium (B, M)","Medium (B, M)",all man made,,China,,,,,,,US 7,,Black,,,,,,Solid,,,,"Bow, Washington, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,comfort,Danskin Now,United States
9809,9810,10526,Weil Brown Leather Adjustable Strap Casual Comfort Loafers Shoes Women's 9,22.3184,Weil,Comfort,,,,,Leather,,,,,,,,,9,,Brown,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows normal wear from everyday use. Please look closely at all pictures for more detail.  Some scratches on top toe areas.”,comfort,Weil,United States
9810,9811,10527,DANSKO Women's Sz 7 EU 37 Black Leather Slip On Mule Clogs,42.7141,Dansko,Clogs,,,,,Leather,,,,,,,,,7,,Black,,,,,,Solid,,,,"Aurora, Illinois, United States",,,0.0,0.0,0.0,0.0,0.0,1.0,Pre-owned,"“Good condition, light wear.. use ZOOM feature and check photos BEFORE purchase. Thanks!”",comfort,Dansko,United States
9811,9812,10528,KLOGS Mules Brown Leather Clogs Slip On Comfort Slip Resistant Work Shoes Sz 6M,20.3348,KLOGS,Mules,,,,,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Idaho Falls, Idaho, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,KLOGS,United States
9812,9813,10529,Clarks Navy Blue Suede Leather Zip Up Slip On Driving Loafers Shoes Women's 9 M,26.4393,Clarks,Loafers,,,,"Medium (B, M)",Leather,,,,,,,,,US 9,,Blue,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,0.0,0.0,0.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows normal wear from everyday use. Please look closely at all pictures for more detail.”,comfort,Clarks,United States
9813,9814,10530,Paul Green Womens Shoe Size 7.5,178.0194,Paul Green,Sneakers,,,,,,,,,,,,,,,,,,,,,,,,,,"Connersville, Indiana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,comfort,Paul Green,India
9814,9815,10531,Rialto Size 6.5 Women's Clogs Mystical Mary Jane Brown Leather Suede Comfort,30.4761,Rialto,Comfort,,,,,Leather,,,,,,,,,6.5,,Brown,,,,,,,,,,"Townsend, Georgia, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,comfort,Rialto,Georgia
9815,9816,10533,Dr Comfort Gray Mesh Causal Slip On Sneaker Shoe Womens 9 M ,20.3464,Dr. Comfort,Comfort,,,"Medium (B, M)",,,,,,,,,,,,,Gray,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows minor wear from normal use. See all Pictures”,comfort,Dr. Comfort,United States
9816,9817,10534,Keen Womens Beige Slip On Comfort Shoes Size 6,17.284,KEEN,Comfort,,,,,,,,,,,,,,,,Beige,,,,,,,,,,"Prescott, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,KEEN,United States
9817,9818,10536,Women's wingtip shoes hand made blue leather,225.5794,Leonardo Shoes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Firenze, Italy",,,0.0,1.0,1.0,0.0,1.0,0.0,New with box,,comfort,Leonardo Shoes,Italy
9818,9819,10537,Dansko Women’s Sonja Antique Brown Leather Clogs Nurse Career Size EU 37 6.5 7,24.9226,Dansko,Clogs,,Low (3/4 in. to 1 1/2 in.),,,Leather,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,Pre-owned,,comfort,Dansko,unknown
9819,9820,10538,ECCO Women's Brown Lace Up Comfort Sneaker Shoes Size US 9 - 9.5 / EU 40,24.4151,ECCO,Comfort,,,,,,,Thailand,,,,,,,,,Brown,,,,,,,,,,"Lynnwood, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good Condition! Please see all images for details.”,comfort,ECCO,United States
9820,9821,10539,b.o.c. Born Concept Womens Mule Clog US 7 Brown Nubuck Leather Faux Fur Trim ,26.245,Børn,Clogs,,Med (1 3/4 in. to 2 3/4 in.),"Medium (B, M)",,Leather,,,,,,,,,US 7,,Brown,,,,,,Solid,,,,"Sahuarita, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good pre-owned condition.   Minor signs of wear including some light scuffing/marking.  Please see pictures for details.”,comfort,Børn,United States
9821,9822,10540,NWOB Dr. Martens Women's Shoes Model Aw004 Size 6 US Women's,66.1229,Dr. Martens,Oxfords,,,,"Medium (B, M)",Leather,,,,,,,AW004,,US 6,,Brown,,,,,,,,,,"Frisco, Texas, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,New without box,,comfort,Dr. Martens,United States
9822,9823,10541, Womens Blue Slide On Sneakers Size 7 1/2 BRAND NEW/UNWORN,11.1389,Unbranded,Decorative Sneaker,.,,,,.,,China,,,,,.,,,,Blue,,,,,,cut out design,,,,"Sussex, New Jersey, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,New without box,,comfort,Unbranded,United States
9823,9824,10542,Fly London Ladies Soft Leather Ankle Strap Wedge Shoes in Purple Size UK 3,115.9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,comfort,FLY London,United Kingdom
9824,9825,10543,SAS White Leather Comfort Oxford Walking Shoes Women's Size US 8.5 M,30.508,SAS,Comfort,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",Leather,,United States,,,,,,,US 8.5,,White,,,,,,Solid,,,,"Hanover, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Excellent Condition. Minor marks on toe box from previous wear. Writing on inside of tongue.  Pre-Owned, meaning previously worn, a store return or marks from previous wear. Please review all pictures carefully as stating condition is each individuals opinion.”",comfort,SAS,United States
9825,9826,10544,ECCO Light Split-Toe Leather Slip-On Comfort Office Loafers Shoes Women's 5.5 M,38.6454,ECCO,Comfort,,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)",,Leather,,Slovakia,,,,,Light Split-Toe,,,,Brown,,,,,,Split-Toe,,,,"Wellsville, Kansas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Excellent. Worn just a few times to the office. Must see pics to appreciate!”,comfort,ECCO,United States
9826,9827,10545,Born Clogs Peggy Slip On Loafer Leather Wedge Heels Brown Oiled Womens Sz 8M,14.1404,Børn,Clogs,,,,,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Colorado Springs, Colorado, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,"“The clogs are in great used condition, normal signs of wear, see pics”",comfort,Børn,United States
9827,9828,10546,Wright Brown Pull Up Troentorp Women’s Clogs,61.0247,Troentorp,Clogs,,Med (1 3/4 in. to 2 3/4 in.),,,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Salem, Connecticut, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,“Very good preowned condition. Leather upper and sole are in like- new condition. There is some light scuffing on back heel of shoes and the right leather heel pad is askew.”,comfort,Troentorp,United States
9828,9829,10547,Cobb Hill Gray Leather Casual Comfort Lace Up Sneakers Shoes Women's 6.5 M ,36.3573,Cobb Hill,Comfort,,Flat (0 to 1/2 in.),,"Medium (B, M)",Leather,,,,,,,,,US 6.5,,Gray,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,0.0,0.0,0.0,0.0,Pre-owned,“Excellent Pre-Owned Condition. Shows minor normal wear from everyday use. Please look closely at all pictures for more detail.”,comfort,Cobb Hill,United States
9829,9830,10548,Munro Burgundy Leather Adjustable Mary Jane Block Heel Loafers Shoes Women's 6 M,25.7781,Munro,Mary Janes,,,"Medium (B, M)",,Leather,,,,,,,,,,,Red,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Excellent Pre-Owned Condition. Shows minor normal wear from everyday use. Please look closely at all pictures for more detail.  Signs of pet hair.”,comfort,Munro,United States
9830,9831,10549,Tsubo Brown Leather Adjustable Driving Mary Jane Loafers Shoes Women's 7.5,19.7345,Tsubo,Mary Janes,,,,,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,"“Great Pre-Owned Condition. Shows normal wear from daily use. Please look closely at all pictures for more detail. Heels show wear from normal use, please see last picture.”",comfort,Tsubo,United States
9831,9832,10550,Umberto Raffini Janice Fashion Sneaker Black Women's Size 38 (EPB),39.3066,Umberto Raffini,Sneaker,,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)","Medium (B, M)",Leather,,Portugal,,,,,Janice,,38,,Black,,,,,,Solid Sneak,,,,"Lincolnton, North Carolina, United States",,,0.0,1.0,1.0,0.0,0.0,0.0,New without box,“BRAND NEW!!! Fashionable.”,comfort,Umberto Raffini,United States
9832,9833,10551,Cole Haan Logo Navy Blue Snakeskin Print Leather Wedge Heel Shoes Women's 8 B,29.2871,Cole Haan,Slip On,,,,"Medium (B, M)",Leather,,,,,,,,,US 8,,Navy Blue,,,,,,Reptile Print,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows normal wear from everyday use. Please look closely at all pictures for more detail.   Holes rubbed in inner toe tip areas.”,comfort,Cole Haan,United States
9833,9834,10552,Dansko LEATHER Professional  Women's Size: 38 US 7.5-8,40.6812,Dansko,Nursing & Uniform,,,,,Leather,,,,,,,,,,,Tan,,,,,,,,,,"Corona, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Dansko,United States
9834,9835,10553,Skechers Memory Foam brown women's slip on shoes 8.5 criss cross straps comfort,20.3464,Skechers,Comfort,,,,,,,,,,,,,,8.5,,Brown,,,,,,,,,,"Charlotte, North Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Skechers,United States
9835,9836,10554,Grasshoppers Ortholite Womens Shoes Size 10M Wool Blend Gray Slip On 10 Medium,15.9094,Grasshoppers,"Loafers, Moccasins",,Flat (0 to 1/2 in.),"Medium (B, M)",,,,,,,,,,,,,Gray,,,,,,,,,,"Evansville, Indiana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Grasshoppers,India
9836,9837,10556,Cole Haan Zero Grand Women's Black Leather Perforated Wing Tip Shoes Size-9 B,44.7586,Cole Haan,Comfort,,,,,Leather,,China,,,,,,,9 B,,Black,,,,,,Wingtip,,,,"Cincinnati, Ohio, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Cole Haan,United States
9837,9838,10557,Orthofeet Brown Lycra Adjustable Strap Comfort Loafers Shoes Women's 6.5 XW,27.6283,Orthofeet,Comfort,,,,XW,,,,,,,,,,6.5,,Brown,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,New without box,“New/Store Demo. These shoes DO NOT have the original box. May see minor signs of wear from being tried on in store only. See all pictures. Missing Insoles. Left shoe shows minor water marks. See last picture.”,comfort,Orthofeet,United States
9838,9839,10559,Womens Dansko Shoes 9.5US 40EU Black Leather Clogs Comfort Casual Career,30.508,Dansko,Comfort,,Med (1 3/4 in. to 2 3/4 in.),,,Leather,,,,,,,,,9.5,,Black,,,,,,Solid,,,,"Boring, Oregon, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Dansko,United States
9839,9840,10560,Womens CLARKS 36173 Brown Leather Loafers Shoes SIZE 8 M,30.508,Clarks,"Loafers, Moccasins",,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)","Medium (B, M)",Leather,,,,,,,,,8,,Brown,,,,,,Solid,,,,"Meridian, Idaho, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Excellent condition with minimal wear all the way around. Measurements & more photos in the listing.”,comfort,Clarks,United States
9840,9841,10561,COLE HAAN Women's Mid pump shoes sz 8 M Black ,39.672,Cole Haan,,,Med (1 3/4 in. to 2 3/4 in.),,"Medium (B, M)",Leather,,,,,,,,,US 8,,Black,,,,,,,,,,"Mansfield, Texas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Used only one time in the office...Almost NEW!!! ""In GREAT Used Cond"" might have light marks on sole. PLS review all pictures for more details.”",comfort,Cole Haan,United States
9841,9842,10562,Dansko Womens Size 37 US 6.5 Matte Black Comfort Clogs Nursing,15.2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“In Decent Clean Condition except the rim of the ankle in both shoes has worn, there is a scuff or stain on back heel, white scratch on toe (see images for closeup)”",comfort,Unbranded,United States
9842,9843,10563,"J Slides Women's Rally Fashion Sneaker, Black/Multi, 6.5 M US",63.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,J/Slides,unknown
9843,9844,10564,Dansko Women’s Black Leather Clogs Size 37 (6.5-7),18.2613,Dansko,Clogs,,,,,Leather,,,,,,,,,37,,Black,,,,,,,,,,"Midwest, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Dansko,United States
9844,9845,10565,Spring Step Pro Ferrara-mosaic Shoes Blue Mosaic New,81.3305,Spring Step Pro,Shoes,,,,,Unknown,,Unknown,,,,,FERRARA-MOS-BLU-M,,,,Blue Mosaic,,,,,,,,,,"New York, New York, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New with box,,comfort,Spring Step Pro,United States
9845,9846,10566,Womens Size 8.5 M WEAR EVER BLACK SLIP-ON MULES SHOES,22.4808,Wear Ever,Mule,,Med (1 3/4 in. to 2 3/4 in.),"Medium (B, M)",,Synthetic Leather,,,,,,,Noah,,,,Black,,,,,,,,,,"Streator, Illinois, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Wear Ever,United States
9846,9847,10567,Women's Dansko Shoes 40EU 9.5US Brown Leather Clogs Slip On Career Comfort,30.508,Dansko,Clogs,,,,,Leather,,,,,,,,,9.5,,Brown,,,,,,,,,,"Boring, Oregon, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Dansko,United States
9847,9848,10568,Bernie Mev Metallic Mary Jane | Size 39,25.4214,Bernie Mev,Mary Janes,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicago, Illinois, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Bernie Mev,United States
9848,9849,10569,NAYA Fillie Purple Leather Hidden Wedge Dual Zip Ankle Boots US 8.5 M $169,61.0247,Naya,Ankle Boots,,,,3.25”,Leather,,,,,,,Fillie,,US 8.5,,Purple,,,,,,,,,,"Seattle, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Excellent Pre-Owned Condition. Like New.”,comfort,Naya,United States
9849,9850,10570,Cool Wave Memory Foam Slip On Shoes Womens Size 7 Dark Grey/Black,13.1747,Cool Wave,Comfort,,Flat (0 to 1/2 in.),,,Fabric upper,,China,,,,,,,7,,Gray/Black,,,,,,,,,,"Carthage, North Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Cool Wave,United States
9850,9851,10571,Dansko Womens Brown Leather Clogs Size 40 US 9 1/2 10,25.4214,Dansko,Clogs,,Med (1 3/4 in. to 2 3/4 in.),,,Leather,,,,,,,,,40,,Brown,,,,,,,,,,"Moncks Corner, South Carolina, United States",,,0.0,0.0,0.0,1.0,1.0,1.0,Pre-owned,,comfort,Dansko,United States
9851,9852,10572,NEW VINCE Sz8US BLAIR 12 EMBOSSED SUEDE LEATHER SLIP-ON SNEAKERS INDIGO,111.5775,Vince,Sneakers,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",,,,,Suede,,,Vince Blair,,US 8,,,Blue,,,,,Solid,,,,"Pharr, Texas, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New without box,,comfort,Vince,United States
9852,9853,10573,Dansko Leather Lace Up Comfort Slip Ones Women EUR 37 / US 6.5,29.5017,Dansko,Clogs,,Med (1 3/4 in. to 2 3/4 in.),,"Medium (B, M)",Leather,,China,,,,,Dansko Sonja,,US 6.5,,Brown,,,,,,Solid,,,,"Baldwin, Maryland, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,comfort,Dansko,United States
9853,9854,10574,LL BEAN Clogs 38 Womens Brown Leather SLIP ON Nursing Shoes 7.5 8 US VINTAGE,35.5946,LL Bean,Clogs,,,,,Leather,,,,,,,,,,,Brown,,,,,,Solid,,,,"Bend, Oregon, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,LL Bean,United States
9854,9855,10575,I Love Comfort Womens Shoes US 8.5 EUR 40.5 M Ruth Black Leather Comfort ,22.3706,I Love Comfort,Comfort,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",Leather,,China,,,,,Ruth,,US 8.5,,Black,,,,,,Quilted toe,,,,"Westminster, Maryland, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“In very nice condition!”,comfort,I Love Comfort,United States
9855,9856,10576,Clarks Springers women's gray nubuck w/red leather trim oxford shoes size 7 1/2M,25.4214,Clarks Springers,casual oxfords,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",nubuck w/leather trim,,,,,,,,,7 1 /2 M,,gray w/red trim,,,,,,two tone,,,,"Wilmington, North Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“lightly worn”,comfort,Clarks Springers,United States
9856,9857,10577,Leather shoes 38 brown shipping offered,17.9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,"France métopolitaine, France",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,“parfait état”,comfort,Unbranded,France
9857,9858,10578,SAS Tripad Comfort Jewel blue leather moc toe loafers Women's shoes size 7 1/2 M,30.508,SAS,moc toe comfort loafers,,Low (3/4 in. to 1 1/2 in.),,M,Leather,,United States,,,,,Jewel,,7 1/2,,Blue,,,,,,solid,,,,"Wilmington, North Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“lightly worn”,comfort,SAS,United States
9858,9859,10579,Womens 9.5 M Merrell Grassbow Air Hiking Shoes Granite Gray Mint Sneaker Lace-Up,40.6812,Merell,"Walking, Hiking, Trail",,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",Synthetic,,,,,,,Merrell Grassbow Air,,US 9.5,,Gray,,,,,,Solid,,,,"Santa Fe, New Mexico, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,“They look like they were only worn a couple times and still in EXCELLENT condition!”,comfort,Merell,Mexico
9859,9860,10580,Justin Reece Womens Leather Knee High Military Boots in Brown Sizes UK 3 - 8,193.2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,comfort,JUSTIN REECE,United Kingdom
9860,9861,10581,APEX Womens Mary Jane Comfort Shoes B6400W Diabetic Beige Therapeutic 7.5 W Wide,20.2942,Apex,Walking Shoes,,Low (3/4 in. to 1 1/2 in.),"Wide (E, W)",,Leather,,China,,Leather,,,B6400W,,,,Beige,,,,,,Solid,,,,"Silver Spring, Maryland, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Great. Size 7.5 W Wide. Some light scuffs, see pictures.”",comfort,Apex,United States
9861,9862,10582,Merrell Womens Size 7.5 Jungle Moc Gunsmoke Brown Slip On Comfort shoe,32.5525,Merrell,Comfort,,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)","Medium (B, M)",Leather,,,,,,,,,7.5,,Brown,,,,,,Solid,,,,"Stevens Point, Wisconsin, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Shoes Are Pre-Owned Used in Clean & Very Good Condition *** Small Spot On Tongue See Pics”,comfort,Merrell,United States
9862,9863,10583,ECCO Black Leather Button Comfort Casual Flat Loafers Women's US 6.5 EUR 37,32.5409,ECCO,Comfort,,,,,Leather,,,,,,,,,US 6.5,,Black,,,,,,,,,,"Shawnee, Kansas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Great! Minimal signs of wear. See photos.”,comfort,ECCO,United States
9863,9864,10584,Born Women’s Light Brown Leather Slip On’s Size9/40.5,11.8929,Børn,Comfort,,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)",,Leather,,,,,,,,,,,Brown,,,,,,Solid,,,,"Charleston, South Carolina, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“Very Good Condition......”,comfort,Børn,United States
9864,9865,10585,Sauconyeverun 7.5 Gray Tennis Shoe,18.3106,,Tennis,,,,,,,,,,,,,,7.5,,Gray,,,,,,,,,,"Presho, South Dakota, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Unbranded,United States
9865,9866,10586,"* FLY LONDON open side wedge sandals  Shoes 7 USA  37 Eur. w/box, worn once",100.7083,FLY LONDON,wedge sandals,,Med (1 3/4 in. to 2 3/4 in.),"Medium (B, M)","Medium (B, M)",Leather,,Taiwan,,,,,PIAT,,US 7,,Black,,,,,,,,,,"Amarillo, Texas, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,“EXCELLENT PRE-OWNED CONDITION. Worn only 1 time.”,comfort,FLY LONDON,United States
9866,9867,10587,SAS USA Black Leather Casual Lace Up Comfort Walking Shoes Women's 7.5 M ,26.042,SAS,Comfort,,,"Medium (B, M)",,Leather,,United States,,,,,,,,,Black,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,"“Excellent pre-owned condition. Minimal, normal wear on toe areas. See all pictures.”",comfort,SAS,United States
9867,9868,10588,Dansko Shyanne Leather Clogs Shoes EUR Size 38 US Size 8 Brown 9820457800,28.4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,Unbranded,unknown
9868,9869,10589,Munro American Women's Heel Slip On Loafers Metallic Gray Black Size 6M,24.2121,Munro,Loafers,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",Leather,,,,,,,,,US 6,,Metallic Gray Black,,,,,,,,,,"Meridian, Idaho, United States",,,0.0,0.0,1.0,0.0,0.0,1.0,Pre-owned,"“Excellent Condition. ‘Signs of wear or damage, check pictures for condition details’”",comfort,Munro,United States
9869,9870,10590,BOC Born Concept Womens Clogs Black Leather Wedge Heel Slip On Shoe 7.5 EUR 38.5,24.4035,Born Concept,Clogs,,,,,Leather,,,,,,,,,,,Black,,,,,,Solid,,,,"Fort Worth, Texas, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,comfort,Born Concept,United States
9870,9871,10591,Minx Orange Leather Ultimate Comfort Mary Jane EU 39 US 8 Made In New Zealand,30.2325,Minx,Mary Janes,,Low (3/4 in. to 1 1/2 in.),"Medium (B, M)",,Leather,,New Zealand,,,,,,,,,Orange,,,,,,,,,,"Palo Alto, California, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,"“They are in fabulous condition, the insoles are in good shape, uppers are beautiful and the soles show moderate wear. Clean, well maintained and ready for you to love! 💓”",comfort,Minx,United States
9871,9872,10592,Clarks Artisan Brown Leather Heeled Loafer Womens Size 8,39.672,Clarks,,,,,,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Portland, Oregon, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,comfort,Clarks,United States
9872,9873,10593,ED By Ellen DeGeneres Hachiro Slip-On Sneakers Size 8.5 M  Navy Blue,34.8812,ED Ellen DeGeneres,Sneakers,,,,,,,,,,,,,,US 8.5,,Blue,,,,,,,,,,"Scottsdale, Arizona, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,comfort,ED Ellen DeGeneres,United States
9873,9874,10594,Olive Street Sz10 Women's Navy Blue Mickie Comfort Stretch Upper,26.8453,Olive Street,Comfort,,Low (3/4 in. to 1 1/2 in.),,"Medium (B, M)",Synthetic,,,,,,,,,US 10,,Blue,,,,,,Solid,,,,"Carlisle, Iowa, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,New without box,“Excellent”,comfort,Olive Street,United States
9874,9875,10595,Tsubo Brown Leather Nylon Casual Lace Up Driving Sneakers Shoes Women's 9,27.2426,Tsubo,Sneakers,,Flat (0 to 1/2 in.),,,Leather,,,,,,,,,US 9,,Brown,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows normal wear from everyday use. Please look closely at all pictures for more detail.   Shoelaces are long and ends have been cut.”,comfort,Tsubo,United States
9875,9876,10596,Dansko Brown Slip On nursing Clogs,17.2927,Dansko,Nursing,,,,,,,,,,,,,,,,Brown,,,,,,,,,,"Stamford, Connecticut, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,comfort,Dansko,United States
9876,9877,10597,Ariat Tambour Black Leather Cutout Studded Nursing Shoes Comfort Clogs Women 10B,23.2957,Ariat,Clogs,,Med (1 3/4 in. to 2 3/4 in.),"Medium (B, M)",,Leather,,China,,,,,Tambour,,10B,,Black,,,,,,Cutout,,,,"Hendersonville, Tennessee, United States",,,0.0,0.0,0.0,1.0,1.0,0.0,Pre-owned,,comfort,Ariat,United States
9877,9878,10598,Dansko Size 37 7 M Slip On Shoes Clogs Black Leather Career Buckle Comfort,27.7704,Dansko,Clogs,,Med (1 3/4 in. to 2 3/4 in.),,,Leather,,,,,,,,,US 7,,Black,,,,,,,,,,"Joplin, Missouri, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Gently worn as shown in photos”,comfort,Dansko,United States
9878,9879,10599,J Slides 10,22.3793,J Slides,Comfort,,,,,,,,,,,,,,US 10,,,,,,,,,,,,"Lawrenceville, Georgia, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,comfort,J Slides,Georgia
9879,9880,10600,DANSKO brown leather clogs mules Laser cut 40 9 9.5 Excellent Career Casual,35.7976,Dansko,"mules, clogs",,Med (1 3/4 in. to 2 3/4 in.),"Medium (B, M)",,Leather,,,,,,,,,,,Brown,,,,,,,,,,"Henrico, Virginia, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“See item description for details - pet and smoke free, clean home”",comfort,Dansko,United States
9880,9881,10601,LL Bean Brown Leather Casual Slip On Driving Loafers Shoes Women's 6.5 M,28.4229,L.L. Bean,Comfort,,,,"Medium (B, M)",Leather,,,,,,,,,US 6.5,,Brown,,,,,,,,,,"Fort Worth, Texas, United States",,,0.0,0.0,1.0,0.0,1.0,0.0,Pre-owned,“Great Pre-Owned Condition. Shows normal wear from everyday use. Please look closely at all pictures for more detail.”,comfort,L.L. Bean,United States
